comments,contain_gender_bias,bias,hate,english
내가 너를 고소하고 싶어 정국아 진짜 존나 패고싶다 생각이없니? 국뽕으로 뭘하든 오냐오냐 해주니가 뭐든 니 멋대로 해도 되는것 같아? 공항에는 꼬박꼬박 마스크 끼고 오는놈이 놀러다닐땐 마스크도 안쓰고 진짜 서운하다 정국아,FALSE,others,hate,"I want to sue you, Jungkook, I really want to beat you up, don’t you think so? Do you think you can do whatever you want with Gukbbong? The guy who always wears a mask to the airport doesn't even wear a mask when he hangs out. It's really sad, Jungkook."
내가 보기에 얘는 아주 오래 갈 연예인이라고 본다.,FALSE,none,none,"In my opinion, he is a celebrity who will last a very long time."
내가 보기엔 이거 돈떼먹으려는 수작 아니냐? 이거 다 쇼아냐?,FALSE,others,offensive,"In my opinion, doesn’t this seem like a ploy to make money? Is this all a show?"
내가 본 시간이 왜 아깝죠. 진짜 별로다,FALSE,none,none,Why is the time I spent watching it a waste? It's really bad
내가 볼 땐 벌리는게 문제임 요즘 남자 좀 괜찮다 싶음 일단 벌리고 보니까...,TRUE,gender,hate,"The way I see it, the problem is opening it up. These days, I think men are kind of nice, but once I open it up..."
내가 아는 딩크분들 40대부터는 아이를 부러운 모냥이다아이가 있으면 더 화목한 가정이된다,FALSE,others,none,Dink people I know are jealous of children in their 40s. Having children makes families more harmonious.
내가 요즘 드라마에 꽂혀서 왠만한 드라마는 다 챙겨보는데 그중에 화유기가 제일 재미없음 마더 돈꽃 흑기사 황금빛내인생 리턴 화유기 이렇게 챙겨보는데 이중에서 화유기가 제일 재미없음,FALSE,none,none,"I'm obsessed with dramas these days, so I watch all the dramas I can find, but Hwayugi is the least interesting. I watch Mother Money Flower, Black Knight, My Golden Life, Return, and Hwayugi, but out of all of them, Hwayugi is the least interesting."
내가 이런거까지 알아야하나..,FALSE,none,none,Do I even need to know this?
내가 저기있음 현주올인한다 좋은 여자임 웃어주는 사람이랑 있음 행복하지 왜웃냐고 따지는 사람들이 이상한거임,FALSE,none,none,I'm all in with Hyeonju. She's a good girl. I'm happy to be with someone who makes me smile. People who ask me why I'm smiling are strange.
내가 정액비누 만들어줄께...는 성희롱이고...모유비누는 웃어넘길 일인가?...정액비누도 아토피나 피부미용에 좋다,TRUE,gender,hate,I'll make you semen soap... is sexual harassment...is breast milk soap something to laugh at?...semen soap is also good for atopic dermatitis and skin care
내가 제일 싫어하는 사람이 현빈 손예진 아까워,FALSE,none,offensive,The person I hate the most is Hyun Bin and Son Ye-jin.
내가 좋아하는 ♡♡김혜수♡♡ 언니♡ 동생분,FALSE,none,none,My favorite ♡♡Kim Hye-soo♡♡ Unni♡ Younger sister
내가 진짜 현빈 땜시 본다 도대체 뭔 얘기를 하는지 도통 모르겠네 나만 그런가 ~,FALSE,none,offensive,I really watch it because of Hyun Bin. I have no idea what he's talking about. Is it just me?
내가 최지우남편이면...첫날밤 일곱번 가능합니다~*,TRUE,gender,hate,If I were Choi Ji-woo's husband... I could do it seven times on the first night~*
내가 한짓도 아닌데 이렇게 욕먹을 일인가~ 연좌제 없어진지가 언젠데...연예계에서는 남아있는듯 해요,FALSE,others,offensive,"I didn't do anything, so why am I being criticized like this? It's been a while since the guilt-by-association system disappeared... but it seems to remain in the entertainment industry."
내가본 역대 최악의 드라마 티라노의발톱 후속작도 안되는 드라마,FALSE,none,offensive,The worst drama I've ever seen. It's not even a sequel to Tyranno's Claw.
내가볼땐 결혼후 한몫챙길려고 하는거 같은데...,FALSE,others,offensive,"From what I can see, it looks like he's trying to earn a share after getting married..."
내가봤을때 한씨는 이남자 저남자 다만나볼듯 조만간 기안하고 사귄다고 기사나올지도모름 왠지 한씨가 기안한테 관심있는듯 ㅎㅎ,FALSE,none,offensive,"From what I've seen, Han seems to be seeing this guy and that guy. Sooner or later, there might be an article saying that he and Gian are dating. For some reason, Han seems to be interested in Gian haha."
내가봤을땐 작업당한거 같은대 카지노 자체는 불법이 아니였겠지만 슈가뻔히 돈잃을꺼알고 옆에서 똥꼬간질간질해서 돈빌리게하고 돈빌린곳에서 뽀찌때주고 했을꺼같은대,FALSE,none,hate,"From what I saw, it seemed like work had been done. The casino itself may not have been illegal, but it seems like Suga knew he would lose money, so he tickled his ass to make him borrow the money, and then gave him the money from the place he borrowed it from."
내가알기론 탑이랑지드래곤은 검찰송치까지 안된걸로알고있는데,FALSE,none,none,"As far as I know, T.O.P and G-Dragon have not been sent to the prosecution."
내기바둑 내기당구 다잡아가지 그래? 이런 기사는 왜쓰고 견찰은 왜 흘리는거야 ㅂㅅㄷ,FALSE,others,hate,"Why don’t you grab everything, bet baduk and billiards? Why are you writing articles like this and why are you leaving out observations?"
내꺼 넘보지마,FALSE,none,none,Don't pass over what's mine
내나이 59 지민이에게 끌린다 갑자기 노래한곡 듣고싶다 김혜림의 DDR....,TRUE,gender,hate,My age is 59. I am attracted to Jimin. I suddenly want to hear a song. Kim Hye-rim's DDR....
내내 뭐하고있다 이제와서 그러냐,FALSE,none,none,What are you doing all this time? Why are you doing that now?
내딸이다 할때 아 진짜 눈물이나네 진짜 유동근씨 연기는 대박이네요 좀 짠하고 딸때문에 어떻게해야할지 모르는 그심정 이해가되네요 암튼 너무 짠했어요,FALSE,none,none,"When he said ""She's my daughter,"" I really cried. Yoo Dong-geun's acting was amazing. I understand how he felt a little sad and didn't know what to do because of his daughter. Anyway, it was so sad."
내레이션좀 치워라. 정말 안맞는다.,FALSE,none,offensive,Get rid of the narration. It really doesn't fit.
내마음의 4대보컬 박정현 린 백지영....윤미래~,FALSE,none,none,"The four major vocalists of my heart, Park Jung-hyun, Lynn, Baek Ji-young... Yoon Mirae~"
내여자 내여자 사랑해,FALSE,none,none,I love my girl my girl
내용이 잼없다~~,FALSE,none,none,The content is not interesting~~
내우상jk 음악들으며 그의인생 애기를들어서인지 뭔가 친근함 . . . 인생에대해 많이 배워요!,FALSE,none,none,"Maybe it's because I listened to my idol JK's music and heard about his life, but it felt familiar. . . I learn a lot about life!"
내치고 원타임 데니넣는게 베스트인듯,FALSE,none,none,I think it's best to throw it out and use it for one time.
내친구도 어제헤어졋는데 기사좀올려주세요,FALSE,others,offensive,My friend also had a haircut yesterday. Please post an article.
낸시랑씨가 건강하게 살아가길 바래요,FALSE,none,none,I hope Nancy Lang lives a healthy life.
낸시랭 언니는 너무나 착한분입니다,FALSE,none,none,Nancy Lang is such a kind person.
낸시랭 좋은 분 만나시지...올라오는 기사보니 안타까워서 처음으로 댓글남겨 봅니다.,FALSE,none,none,"Nancy Lang, I hope you meet a good person... I feel sad after reading the article, so I am leaving a comment for the first time."
냄져들 열폭봐..ㄷㄷ,TRUE,gender,hate,Look at the heat..ㄷㄷ
냅두지 왜 막았어요? 그래봤자 한남충 소리들을텐데..,TRUE,gender,hate,"Why did you stop me? Even if it were, you would hear Han Nam-chung.."
너 코 새로했지??예전보다 이번코가 더이쁘네,FALSE,none,offensive,Did you get a new nose?? This nose is prettier than before.
너~ 어무 오바하고 귀여운척하고 아 보는내내 뒷목이 간질간질 ㅎㅎ,FALSE,none,offensive,"You act so cute and cute, the back of my neck tingles the whole time I look at it haha"
너네 댓글 조심해라 그러다 고소당한다 ~ 아무리 그래도 니네 한테 잘못한건 없으니 가려서해 할짓없는것들 남욕은 오지게 조아하지 특히 맘충들 ㅠㅠㅠㅠㅠㅠㅠ 쯧쯧......,TRUE,gender,hate,"Be careful with your comments, and then you'll get sued. No matter what, you haven't done anything wrong, so just cover it up. There's nothing to do, and swearing at men is so rude, especially heartthrobs ㅠㅠㅠㅠㅠㅠㅠ Tsk tsk..."
너는 인생을 예능처럼 살려고하냐 웃으며 즐겁게사는건좋은데 아쉽다 왜 결혼못하는 이유가있더라,FALSE,others,offensive,"Are you trying to live your life like an entertainment show? It's good to laugh and live happily, but it's a pity. There's a reason why you can't get married."
너는 정우오빠 아니면 얘기가 안되는거냐..,FALSE,none,offensive,"If you're not Jungwoo oppa, we can't talk about it.."
너도 공익이냐??? 지가 무슨 a급이라도 되는중 아냐???,FALSE,others,offensive,Are you also a public interest??? Aren’t you some kind of A level???
너도 입좀 그만 찢어라 여자이병허니냐,TRUE,gender,hate,"You too, stop tearing your mouth. Are you a female private?"
너두 급하게 입대해라 임마,FALSE,none,offensive,"You should hurry up and enlist, dude."
너때매 우리샤이니ㅜㅜㅜㅠ,FALSE,none,offensive,"Because of you, our SHINeeㅜㅜㅜㅠ"
너때메 투애니원 해체되짜나ㅡㅡ,FALSE,none,offensive,Is it because of you that 2NE1 disbands?
너만 애키우냐. ㅉ,FALSE,others,hate,Are you the only one raising children? lame
너무 기엽다 증말..!!,FALSE,none,none,This is such a lovely testimony..!!
"너무 너무 축하해요~♡ 제가 좋아하는 유리 언니, 앞으로도 행복하세요!",FALSE,none,none,"Congratulations so much~♡ My favorite Yuri, stay happy forever!"
너무 느끼하게 성형했어ㅠ 적당히 성형했어야짓,FALSE,none,offensive,The plastic surgery was done to make it look too greasy. It should have been done moderately.
너무 마녀사냥 아닌가,FALSE,none,none,Isn’t this too much of a witch hunt?
너무 마르면 할때 너무아파 ㅠㅜ,TRUE,gender,hate,"If it's too dry, it hurts a lot when you do it ㅠㅜ"
너무 미화하네 옛날부터 국대축구 본 사람들은 손탐욕인거 다 아는데,FALSE,others,hate,It's too glorified. People who have watched national soccer since long ago know that it's greedy.
너무 부러워 둘다,FALSE,none,none,I'm so jealous of both of you
너무 싸보이는 느낌..살려고 발버둥치는것 같긴한데...좀 안타깝군요싸이는 어쩔려고...,FALSE,others,offensive,It feels so cheap... It feels like he's struggling to survive... It's a bit sad. What should PSY do...
너무 안타깝네요....삼가 고인의 명복을 빕니다하늘나라에서 부모님과 아이를 잘 지켜주시길.....,FALSE,none,none,It's so unfortunate... I pray that the deceased rest in peace. I hope you protect your parents and child in heaven...
너무 어린애들만 나오네.핵노잼,FALSE,none,none,There are only very young kids. It's fun.
너무 억지다 ~우진이가 이쁘고 잘나가니 다시 마음 동한거지~안그랬음 후회하긴커녕 잘됐다고 생각했을걸~결국 결혼하나안하나 자기인생 충실히 살면 된다,TRUE,gender,offensive,"It's too far-fetched. Since Woojin is pretty and popular, I liked him again. Otherwise, instead of regretting it, I would have thought it was a good thing. In the end, you just have to live your life faithfully whether you get married or not."
